Lj0g3v0121549.1,Lj0g3v0121549.1,-,KO:K10775,EC:4.3.1.24,
Lj2g3v3339740.1,Lj2g3v3339740.1,-,KO:K10775,EC:4.3.1.24,
Lj0g3v0350889.1,Lj0g3v0350889.1,-,KO:K10775,EC:4.3.1.24,
Lj1g3v4590760.1,Lj1g3v4590760.1,-,KO:K10775,EC:4.3.1.24,
Lj1g3v4590760.2,Lj1g3v4590760.2,-,KO:K10775,EC:4.3.1.24,
Lj1g3v4590760.3,Lj1g3v4590760.3,-,KO:K10775,EC:4.3.1.24,
Lj1g3v4590770.1,Lj1g3v4590770.1,-,KO:K10775,EC:4.3.1.24,
Lj1g3v4590840.1,Lj1g3v4590840.1,-,KO:K10775,EC:4.3.1.24,
Lj1g3v4590850.1,Lj1g3v4590850.1,-,KO:K10775,EC:4.3.1.24,
Lj1g3v4590850.2,Lj1g3v4590850.2,-,KO:K10775,EC:4.3.1.24,
Lj3g3v0602620.1,Lj3g3v0602620.1,-,KO:K10775,EC:4.3.1.24,
Lj3g3v0602630.1,Lj3g3v0602630.1,-,KO:K10775,EC:4.3.1.24,
Lj3g3v0602630.2,Lj3g3v0602630.2,-,KO:K10775,EC:4.3.1.24,
Lj5g3v1811400.1,Lj5g3v1811400.1,-,KO:K10775,EC:4.3.1.24,
Lj5g3v0659760.1,Lj5g3v0659760.1,-,KO:K10775,EC:4.3.1.24,
Lj0g3v0343649.1,Lj0g3v0343649.1,-,KO:K00487,EC:1.14.14.91,
Lj0g3v0153609.1,Lj0g3v0153609.1,-,KO:K00487,EC:1.14.14.91,
Lj5g3v2166250.1,Lj5g3v2166250.1,-,KO:K00487,EC:1.14.14.91,
Lj5g3v2216160.1,Lj5g3v2216160.1,-,KO:K00487,EC:1.14.14.91,
Lj6g3v0351660.1,Lj6g3v0351660.1,-,KO:K00487,EC:1.14.14.91,
Lj1g3v0129860.1,Lj1g3v0129860.1,-,KO:K01904,EC:6.2.1.12,
Lj2g3v1536270.1,Lj2g3v1536270.1,-,KO:K01904,EC:6.2.1.12,
Lj2g3v2125730.1,Lj2g3v2125730.1,-,KO:K01904,EC:6.2.1.12,
Lj3g3v1113010.1,Lj3g3v1113010.1,-,KO:K01904,EC:6.2.1.12,
Lj3g3v3056700.1,Lj3g3v3056700.1,-,KO:K01904,EC:6.2.1.12,
Lj4g3v2093610.2,Lj4g3v2093610.2,-,KO:K01904,EC:6.2.1.12,
Lj6g3v0750030.1,Lj6g3v0750030.1,-,KO:K01904,EC:6.2.1.12,
Lj0g3v0306889.1,Lj0g3v0306889.1,-,KO:K01904,EC:6.2.1.12,
Lj3g3v2040010.1,Lj3g3v2040010.1,-,KO:K01904,EC:6.2.1.12,
Lj0g3v0148449.1,Lj0g3v0148449.1,-,KO:K13065,EC:2.3.1.133,
Lj0g3v0268589.1,Lj0g3v0268589.1,-,KO:K13065,EC:2.3.1.133,
Lj0g3v0269129.1,Lj0g3v0269129.1,-,KO:K13065,EC:2.3.1.133,
Lj0g3v0105869.1,Lj0g3v0105869.1,-,KO:K13065,EC:2.3.1.133,
Lj0g3v0105869.2,Lj0g3v0105869.2,-,KO:K13065,EC:2.3.1.133,
Lj0g3v0105999.1,Lj0g3v0105999.1,-,KO:K13065,EC:2.3.1.133,
Lj0g3v0201439.1,Lj0g3v0201439.1,-,KO:K13065,EC:2.3.1.133,
Lj0g3v0152749.1,Lj0g3v0152749.1,-,KO:K13065,EC:2.3.1.133,
Lj1g3v3944840.1,Lj1g3v3944840.1,-,KO:K13065,EC:2.3.1.133,
Lj3g3v0002140.1,Lj3g3v0002140.1,-,KO:K13065,EC:2.3.1.133,
Lj3g3v0002140.2,Lj3g3v0002140.2,-,KO:K13065,EC:2.3.1.133,
Lj0g3v0204519.1,Lj0g3v0204519.1,-,KO:K13065,EC:2.3.1.133,
