7463441,phenylalanine ammonia-lyase G2B,KO:K10775,EC:4.3.1.24,
7479878,phenylalanine ammonia-lyase G4,KO:K10775,EC:4.3.1.24,
7463442,phenylalanine ammonia-lyase G2B,KO:K10775,EC:4.3.1.24,
18100180,phenylalanine ammonia-lyase,KO:K10775,EC:4.3.1.24,
7486485,phenylalanine ammonia-lyase,KO:K10775,EC:4.3.1.24,
7464737,trans-cinnamate 4-monooxygenase,KO:K00487,EC:1.14.14.91,
7498118,trans-cinnamate 4-monooxygenase,KO:K00487,EC:1.14.14.91,
112325022,cytochrome P450 CYP73A100-like,KO:K00487,EC:1.14.14.91,
7469843,4-coumarate--CoA ligase 2,KO:K01904,EC:6.2.1.12,
7494541,4-coumarate--CoA ligase-like 7,KO:K01904,EC:6.2.1.12,
7488981,4-coumarate--CoA ligase 2,KO:K01904,EC:6.2.1.12,
18100510,4-coumarate--CoA ligase 2,KO:K01904,EC:6.2.1.12,
7462820,4-coumarate--CoA ligase 1,KO:K01904,EC:6.2.1.12,
7455782,4-coumarate--CoA ligase 1,KO:K01904,EC:6.2.1.12,
7460544,4-coumarate--CoA ligase-like 1,KO:K01904,EC:6.2.1.12,
18107395,4-coumarate--CoA ligase-like 7,KO:K01904,EC:6.2.1.12,
7491889,4-coumarate--CoA ligase-like 6,KO:K01904,EC:6.2.1.12,
18100511,4-coumarate--CoA ligase 2,KO:K01904,EC:6.2.1.12,
7454535,4-coumarate--CoA ligase-like 9,KO:K01904,EC:6.2.1.12,
7458540,acetyl-CoA-benzylalcohol acetyltransferase,KO:K13065,EC:2.3.1.133,
7463669,vinorine synthase,KO:K13065,EC:2.3.1.133,
7462355,vinorine synthase,KO:K13065,EC:2.3.1.133,
112324975,shikimate O-hydroxycinnamoyltransferase-like isoform X1,KO:K13065,EC:2.3.1.133,
7481810,acetyl-CoA-benzylalcohol acetyltransferase,KO:K13065,EC:2.3.1.133,
7489456,spermidine hydroxycinnamoyl transferase,KO:K13065,EC:2.3.1.133,
18094244,shikimate O-hydroxycinnamoyltransferase,KO:K13065,EC:2.3.1.133,
7489434,shikimate O-hydroxycinnamoyltransferase,KO:K13065,EC:2.3.1.133,
7489436,shikimate O-hydroxycinnamoyltransferase,KO:K13065,EC:2.3.1.133,
7493388,shikimate O-hydroxycinnamoyltransferase isoform X2,KO:K13065,EC:2.3.1.133,
7472527,vinorine synthase,KO:K13065,EC:2.3.1.133,
18107988,pelargonidin 3-O-(6-caffeoylglucoside) 5-O-(6-O-malonylglucoside) 4'''-malonyltransferase,KO:K13065,EC:2.3.1.133,
18100471,spermidine hydroxycinnamoyl transferase,KO:K13065,EC:2.3.1.133,
18101360,vinorine synthase,KO:K13065,EC:2.3.1.133,
18101361,vinorine synthase,KO:K13065,EC:2.3.1.133,
18098695,shikimate O-hydroxycinnamoyltransferase,KO:K13065,EC:2.3.1.133,
18098696,shikimate O-hydroxycinnamoyltransferase,KO:K13065,EC:2.3.1.133,
18107990,acetyl-CoA-benzylalcohol acetyltransferase,KO:K13065,EC:2.3.1.133,
