111299476,chalcone synthase 2,KO:K00660,EC:2.3.1.74,
111279241,chalcone synthase 1,KO:K00660,EC:2.3.1.74,
111287132,chalcone synthase 2-like,KO:K00660,EC:2.3.1.74,
111315869,chalcone synthase-like,KO:K00660,EC:2.3.1.74,
111311501,chalcone synthase-like,KO:K00660,EC:2.3.1.74,
111307301,chalcone synthase 1-like,KO:K00660,EC:2.3.1.74,
111294608,probable chalcone--flavonone isomerase 3,KO:K01859,EC:5.5.1.6,
111309827,chalcone--flavonone isomerase,KO:K01859,EC:5.5.1.6,
111309681,probable chalcone--flavonone isomerase 3,KO:K01859,EC:5.5.1.6,
111316263,naringenin,2-oxoglutarate 3-dioxygenase-like,KO:K00475,EC:1.14.11.9,
111292793,naringenin,2-oxoglutarate 3-dioxygenase,KO:K00475,EC:1.14.11.9,
111314969,flavonol synthase/flavanone 3-hydroxylase-like,KO:K05278,EC:1.14.20.6,
111275455,flavonol synthase/flavanone 3-hydroxylase,KO:K05278,EC:1.14.20.6,
111285045,trans-cinnamate 4-monooxygenase,KO:K00487,EC:1.14.14.91,
111301778,cytochrome P450 CYP73A100-like,KO:K00487,EC:1.14.14.91,
111285451,cytochrome P450 CYP73A100-like,KO:K00487,EC:1.14.14.91,
111310044,trans-cinnamate 4-monooxygenase-like,KO:K00487,EC:1.14.14.91,
111315053,LOW QUALITY PROTEIN: licodione synthase-like,KO:K23179,EC:1.14.19.76,
111303535,flavonoid 3'-monooxygenase-like,KO:K05280,EC:1.14.14.82,
111289514,flavonoid 3'-monooxygenase-like,KO:K05280,EC:1.14.14.82,
111290609,flavonoid 3'-monooxygenase-like,KO:K05280,EC:1.14.14.82,
111315336,dihydroflavonol 4-reductase-like,KO:K13082,EC:1.1.1.219 1.1.1.234,
111315339,bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase-like,KO:K13082,EC:1.1.1.219 1.1.1.234,
111312736,dihydroflavonol 4-reductase-like,KO:K13082,EC:1.1.1.219 1.1.1.234,
111304415,flavonoid 3',5'-hydroxylase 2-like,KO:K13083,EC:1.14.14.81,
111302423,flavonoid 3',5'-hydroxylase 1-like,KO:K13083,EC:1.14.14.81,
111285769,flavonoid 3',5'-hydroxylase 2-like,KO:K13083,EC:1.14.14.81,
111286882,leucoanthocyanidin dioxygenase-like,KO:K05277,EC:1.14.20.4,
111289745,leucoanthocyanidin dioxygenase,KO:K05277,EC:1.14.20.4,
111315491,leucoanthocyanidin dioxygenase-like,KO:K05277,EC:1.14.20.4,
111280787,anthocyanidin reductase ((2S)-flavan-3-ol-forming),KO:K08695,EC:1.3.1.77,
111316766,leucoanthocyanidin reductase-like,KO:K13081,EC:1.17.1.3,
111318411,leucoanthocyanidin reductase-like,KO:K13081,EC:1.17.1.3,
111290788,leucoanthocyanidin reductase-like,KO:K13081,EC:1.17.1.3,
111315054,UDP-glycosyltransferase 88F3-like,KO:K22845,EC:2.4.1.357,
111274376,LOW QUALITY PROTEIN: shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
111302886,shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
111288257,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
111279632,shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
111306278,shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
111283035,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
111278781,shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
111317685,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
111277821,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
111277822,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
111287656,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
111289953,salutaridinol 7-O-acetyltransferase-like,KO:K13065,EC:2.3.1.133,
111282508,acetyl-CoA-benzylalcohol acetyltransferase-like,KO:K13065,EC:2.3.1.133,
111317468,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
111317469,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
111282809,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
111288103,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
111293639,cytochrome P450 98A2,KO:K09754,EC:1.14.14.96,
111282333,caffeoyl-CoA O-methyltransferase-like,KO:K00588,EC:2.1.1.104,
111284990,probable caffeoyl-CoA O-methyltransferase At4g26220,KO:K00588,EC:2.1.1.104,
111299150,probable caffeoyl-CoA O-methyltransferase At4g26220 isoform X1,KO:K00588,EC:2.1.1.104,
111307256,flavonoid 3',5'-methyltransferase-like,KO:K00588,EC:2.1.1.104,
111282216,flavonoid 3',5'-methyltransferase-like,KO:K00588,EC:2.1.1.104,
111317993,flavonoid 3',5'-methyltransferase-like isoform X1,KO:K00588,EC:2.1.1.104,
111300742,caffeoyl-CoA O-methyltransferase-like,KO:K00588,EC:2.1.1.104,
111308951,caffeoyl-CoA O-methyltransferase,KO:K00588,EC:2.1.1.104,
111288091,caffeoyl-CoA O-methyltransferase-like,KO:K00588,EC:2.1.1.104,
111288157,flavonoid 3',5'-methyltransferase-like isoform X1,KO:K00588,EC:2.1.1.104,
111296165,caffeoyl-CoA O-methyltransferase-like,KO:K00588,EC:2.1.1.104,

