107480757,2-hydroxyisoflavanone synthase isoform X1,KO:K13257,EC:1.14.14.87,
107480672,2-hydroxyisoflavanone synthase,KO:K13257,EC:1.14.14.87,
107480758,isoflavone 4'-O-methyltransferase,KO:K13259,EC:2.1.1.212 2.1.1.46,
107483700,isoflavone 3'-hydroxylase,KO:K22932,EC:1.14.14.88,
107482085,isoflavone 3'-hydroxylase-like,KO:K22932,EC:1.14.14.88,
107487703,cytochrome P450 81E8,KO:K13260,EC:1.14.14.90 1.14.14.89,
107482081,isoflavone 2'-hydroxylase,KO:K13260,EC:1.14.14.90 1.14.14.89,
107480513,cytochrome P450 81E8,KO:K13260,EC:1.14.14.90 1.14.14.89,
107487739,isoflavone 2'-hydroxylase-like,KO:K13260,EC:1.14.14.90 1.14.14.89,
107483699,isoflavone 2'-hydroxylase-like,KO:K13260,EC:1.14.14.90 1.14.14.89,
107487681,cytochrome P450 81E8-like,KO:K13260,EC:1.14.14.90 1.14.14.89,
107487702,cytochrome P450 81E8-like,KO:K13260,EC:1.14.14.90 1.14.14.89,
107486360,isoflavone 7-O-methyltransferase-like,KO:K13262,EC:2.1.1.150,
107486555,isoflavone-7-O-methyltransferase 9-like,KO:K13262,EC:2.1.1.150,
107486358,isoflavone-7-O-methyltransferase 6-like,KO:K13262,EC:2.1.1.150,
107463257,isoflavone-7-O-methyltransferase 6,KO:K13262,EC:2.1.1.150,
107464082,isoflavone 7-O-methyltransferase,KO:K13262,EC:2.1.1.150,
107486238,isoflavone 7-O-methyltransferase-like,KO:K13262,EC:2.1.1.150,
107489657,isoflavone-7-O-methyltransferase 9,KO:K13262,EC:2.1.1.150,
107486622,isoflavone 7-O-methyltransferase-like isoform X1,KO:K13262,EC:2.1.1.150,
107486623,isoflavone 7-O-methyltransferase isoform X2,KO:K13262,EC:2.1.1.150,
107486645,isoflavone 7-O-methyltransferase,KO:K13262,EC:2.1.1.150,
107486439,isoflavone-7-O-methyltransferase 6 isoform X6,KO:K13262,EC:2.1.1.150,
107486373,isoflavone 7-O-methyltransferase-like,KO:K13262,EC:2.1.1.150,
107472037,vestitone reductase,KO:K13265,EC:1.1.1.348,
107477091,licodione synthase-like,KO:K23179,EC:1.14.19.76,

