111374392,chalcone synthase-like,KO:K00660,EC:2.3.1.74,
111374393,chalcone synthase,KO:K00660,EC:2.3.1.74,
111379443,chalcone synthase J-like,KO:K00660,EC:2.3.1.74,
111393361,chalcone synthase isoform X1,KO:K00660,EC:2.3.1.74,
111387047,probable chalcone--flavonone isomerase 3,KO:K01859,EC:5.5.1.6,
111401282,flavanone 3-dioxygenase-like,KO:K00475,EC:1.14.11.9,
111397470,flavonol synthase/flavanone 3-hydroxylase-like,KO:K05278,EC:1.14.20.6,
111409089,flavonol synthase/flavanone 3-hydroxylase-like,KO:K05278,EC:1.14.20.6,
111377181,trans-cinnamate 4-monooxygenase-like,KO:K00487,EC:1.14.14.91,
111372687,cytochrome P450 CYP73A100-like,KO:K00487,EC:1.14.14.91,
111393218,trans-cinnamate 4-monooxygenase,KO:K00487,EC:1.14.14.91,
111402974,licodione synthase-like,KO:K23179,EC:1.14.19.76,
111401587,flavonoid 3'-monooxygenase,KO:K05280,EC:1.14.14.82,
111409594,dihydroflavonol 4-reductase,KO:K13082,EC:1.1.1.219 1.1.1.234,
111368826,leucoanthocyanidin dioxygenase-like,KO:K05277,EC:1.14.20.4,
111369334,leucoanthocyanidin reductase-like,KO:K13081,EC:1.17.1.3,
111405616,UDP-glycosyltransferase 88B1-like,KO:K22845,EC:2.4.1.357,
111405622,UDP-glycosyltransferase 88B1-like,KO:K22845,EC:2.4.1.357,
111382475,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
111397170,agmatine coumaroyltransferase-2-like isoform X1,KO:K13065,EC:2.3.1.133,
111403060,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
111380387,spermidine hydroxycinnamoyl transferase-like,KO:K13065,EC:2.3.1.133,
111396239,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
111377116,spermidine hydroxycinnamoyl transferase-like,KO:K13065,EC:2.3.1.133,
111377122,spermidine hydroxycinnamoyl transferase-like,KO:K13065,EC:2.3.1.133,
111390675,spermidine hydroxycinnamoyl transferase,KO:K13065,EC:2.3.1.133,
111391849,agmatine coumaroyltransferase-2-like,KO:K13065,EC:2.3.1.133,
111403373,vinorine synthase,KO:K13065,EC:2.3.1.133,
111406772,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
111404589,spermidine hydroxycinnamoyl transferase-like,KO:K13065,EC:2.3.1.133,
111404591,spermidine hydroxycinnamoyl transferase-like,KO:K13065,EC:2.3.1.133,
111397779,pelargonidin 3-O-(6-caffeoylglucoside) 5-O-(6-O-malonylglucoside) 4'''-malonyltransferase-like,KO:K13065,EC:2.3.1.133,
111379817,shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
111368470,spermidine hydroxycinnamoyl transferase-like,KO:K13065,EC:2.3.1.133,
111375382,shikimate O-hydroxycinnamoyltransferase isoform X1,KO:K13065,EC:2.3.1.133,
111403793,spermidine hydroxycinnamoyl transferase-like,KO:K13065,EC:2.3.1.133,
111381127,putrescine hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
111391169,cytochrome P450 98A3-like,KO:K09754,EC:1.14.14.96,
111401521,cytochrome P450 98A2-like,KO:K09754,EC:1.14.14.96,
111387945,caffeoyl-CoA O-methyltransferase-like,KO:K00588,EC:2.1.1.104,
111391869,flavonoid 3',5'-methyltransferase-like,KO:K00588,EC:2.1.1.104,
111391870,flavonoid 3',5'-methyltransferase-like,KO:K00588,EC:2.1.1.104,
111392356,caffeoyl-CoA O-methyltransferase-like,KO:K00588,EC:2.1.1.104,
111393471,flavonoid 3',5'-methyltransferase-like,KO:K00588,EC:2.1.1.104,
111393476,flavonoid 3',5'-methyltransferase-like,KO:K00588,EC:2.1.1.104,
111366375,probable caffeoyl-CoA O-methyltransferase At4g26220,KO:K00588,EC:2.1.1.104,
111411999,caffeoyl-CoA O-methyltransferase,KO:K00588,EC:2.1.1.104,

