110612862,chalcone synthase 2,KO:K00660,EC:2.3.1.74,
110625592,chalcone synthase 2-like,KO:K00660,EC:2.3.1.74,
110625602,chalcone synthase 3-like,KO:K00660,EC:2.3.1.74,
110625882,chalcone synthase 3-like isoform X1,KO:K00660,EC:2.3.1.74,
110625883,chalcone synthase,KO:K00660,EC:2.3.1.74,
110626048,chalcone synthase 3-like,KO:K00660,EC:2.3.1.74,
110612286,chalcone synthase 1,KO:K00660,EC:2.3.1.74,
110619630,chalcone--flavonone isomerase,KO:K01859,EC:5.5.1.6,
110618709,probable chalcone--flavonone isomerase 3,KO:K01859,EC:5.5.1.6,
110609679,naringenin,2-oxoglutarate 3-dioxygenase,KO:K00475,EC:1.14.11.9,
110606120,flavonol synthase/flavanone 3-hydroxylase-like,KO:K05278,EC:1.14.20.6,
110607889,flavonol synthase/flavanone 3-hydroxylase-like,KO:K05278,EC:1.14.20.6,
110609989,flavonol synthase/flavanone 3-hydroxylase-like,KO:K05278,EC:1.14.20.6,
110606554,trans-cinnamate 4-monooxygenase,KO:K00487,EC:1.14.14.91,
110608744,cytochrome P450 CYP73A100-like,KO:K00487,EC:1.14.14.91,
110613186,licodione synthase-like,KO:K23179,EC:1.14.19.76,
110625897,licodione synthase-like,KO:K23179,EC:1.14.19.76,
110617654,flavonoid 3'-monooxygenase,KO:K05280,EC:1.14.14.82,
110615791,bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase-like,KO:K13082,EC:1.1.1.219 1.1.1.234,
110615792,bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase-like,KO:K13082,EC:1.1.1.219 1.1.1.234,
110605890,dihydroflavonol 4-reductase-like,KO:K13082,EC:1.1.1.219 1.1.1.234,
110629198,flavonoid 3',5'-hydroxylase 2-like,KO:K13083,EC:1.14.14.81,
110628286,leucoanthocyanidin dioxygenase,KO:K05277,EC:1.14.20.4,
110602917,anthocyanidin reductase ((2S)-flavan-3-ol-forming),KO:K08695,EC:1.3.1.77,
110630746,leucoanthocyanidin reductase-like,KO:K13081,EC:1.17.1.3,
110617547,leucoanthocyanidin reductase-like,KO:K13081,EC:1.17.1.3,
110603302,UDP-glycosyltransferase 88F4-like,KO:K22845,EC:2.4.1.357,
110619566,UDP-glycosyltransferase 88F4-like,KO:K22845,EC:2.4.1.357,
110605933,UDP-glycosyltransferase 88F3-like,KO:K22845,EC:2.4.1.357,
110617804,UDP-glycosyltransferase 88F4-like,KO:K22845,EC:2.4.1.357,
110613924,agmatine coumaroyltransferase-2-like,KO:K13065,EC:2.3.1.133,
110617117,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
110618130,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
110618151,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
110612962,agmatine coumaroyltransferase-2-like,KO:K13065,EC:2.3.1.133,
110618337,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
110626036,agmatine hydroxycinnamoyltransferase 1-like,KO:K13065,EC:2.3.1.133,
110627105,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
110616513,BAHD acyltransferase BIA1-like,KO:K13065,EC:2.3.1.133,
110612417,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
110625251,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
110629548,omega-hydroxypalmitate O-feruloyl transferase-like,KO:K13065,EC:2.3.1.133,
110605094,spermidine hydroxycinnamoyl transferase,KO:K13065,EC:2.3.1.133,
110616780,shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
110616853,shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
110607398,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
110617938,vinorine synthase-like,KO:K13065,EC:2.3.1.133,
110617939,salutaridinol 7-O-acetyltransferase-like,KO:K13065,EC:2.3.1.133,
110626593,shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
110629747,vinorine synthase,KO:K13065,EC:2.3.1.133,
110613765,shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
110627748,fatty alcohol:caffeoyl-CoA acyltransferase-like,KO:K13065,EC:2.3.1.133,
110621178,cytochrome P450 98A2,KO:K09754,EC:1.14.14.96,
110611983,probable caffeoyl-CoA O-methyltransferase At4g26220,KO:K00588,EC:2.1.1.104,
110625372,caffeoyl-CoA O-methyltransferase-like,KO:K00588,EC:2.1.1.104,
110603107,probable caffeoyl-CoA O-methyltransferase At4g26220,KO:K00588,EC:2.1.1.104,
110627908,caffeoyl-CoA O-methyltransferase-like,KO:K00588,EC:2.1.1.104,
110624022,caffeoyl-CoA O-methyltransferase,KO:K00588,EC:2.1.1.104,
110600713,putative caffeoyl-CoA O-methyltransferase At1g67980,KO:K00588,EC:2.1.1.104,
110604993,putative caffeoyl-CoA O-methyltransferase At1g67980 isoform X1,KO:K00588,EC:2.1.1.104,
110601387,putative caffeoyl-CoA O-methyltransferase At1g67980 isoform X1,KO:K00588,EC:2.1.1.104,
110618571,caffeoyl-CoA O-methyltransferase-like,KO:K00588,EC:2.1.1.104,

