4332919,flavonoid 3',5'-hydroxylase 1,KO:K13083,EC:1.14.14.81,
4348304,flavonoid 3'-monooxygenase,KO:K05280,EC:1.14.14.82,
4348299,flavonoid 3'-monooxygenase,KO:K05280,EC:1.14.14.82,
4326220,UDP-glycosyltransferase 73C6,KO:K22771,EC:2.4.1.-,
4326219,UDP-glycosyltransferase 73C6,KO:K22771,EC:2.4.1.-,
107277497,UDP-glycosyltransferase 73C6-like,KO:K22771,EC:2.4.1.-,
4326218,UDP-glycosyltransferase 73C6,KO:K22771,EC:2.4.1.-,
4336438,UDP-glycosyltransferase 73C6,KO:K22771,EC:2.4.1.-,
9267603,anthocyanidin 3-O-glucosyltransferase,KO:K22772,EC:2.4.1.159,
4350462,anthocyanidin 3-O-glucosyltransferase,KO:K22772,EC:2.4.1.159,

