110807260,phenylalanine ammonia-lyase,KO:K10775,EC:4.3.1.24,
110811208,phenylalanine ammonia-lyase 1,KO:K10775,EC:4.3.1.24,
110824216,phenylalanine ammonia-lyase 1-like,KO:K10775,EC:4.3.1.24,
110823746,trans-cinnamate 4-monooxygenase,KO:K00487,EC:1.14.14.91,
110809815,cytochrome P450 CYP73A100-like,KO:K00487,EC:1.14.14.91,
110810751,4-coumarate--CoA ligase-like 7,KO:K01904,EC:6.2.1.12,
110815942,4-coumarate--CoA ligase-like 1,KO:K01904,EC:6.2.1.12,
110826413,4-coumarate--CoA ligase 2-like,KO:K01904,EC:6.2.1.12,
110807222,4-coumarate--CoA ligase 2-like,KO:K01904,EC:6.2.1.12,
110811113,4-coumarate--CoA ligase 1-like,KO:K01904,EC:6.2.1.12,
110813387,4-coumarate--CoA ligase-like 7 isoform X1,KO:K01904,EC:6.2.1.12,
110813404,4-coumarate--CoA ligase-like 7 isoform X1,KO:K01904,EC:6.2.1.12,
110820565,4-coumarate--CoA ligase-like 9,KO:K01904,EC:6.2.1.12,
110812373,acetyl-CoA-benzylalcohol acetyltransferase-like,KO:K13065,EC:2.3.1.133,
110815640,shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
110815641,shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
110815680,shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
110815765,shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
110811058,spermidine hydroxycinnamoyl transferase,KO:K13065,EC:2.3.1.133,
110821129,LOW QUALITY PROTEIN: shikimate O-hydroxycinnamoyltransferase-like,KO:K13065,EC:2.3.1.133,
110811301,cytochrome P450 98A2,KO:K09754,EC:1.14.14.96,
110821220,caffeoylshikimate esterase isoform X1,KO:K18368,EC:3.1.1.-,
110823918,caffeoylshikimate esterase-like,KO:K18368,EC:3.1.1.-,
110824771,caffeoylshikimate esterase,KO:K18368,EC:3.1.1.-,
110826087,caffeoylshikimate esterase isoform X1,KO:K18368,EC:3.1.1.-,
110823967,caffeoylshikimate esterase-like,KO:K18368,EC:3.1.1.-,
110806685,caffeoyl-CoA O-methyltransferase 2,KO:K00588,EC:2.1.1.104,
110823824,putative caffeoyl-CoA O-methyltransferase At1g67980,KO:K00588,EC:2.1.1.104,
110809744,probable caffeoyl-CoA O-methyltransferase At4g26220,KO:K00588,EC:2.1.1.104,
110824762,cinnamoyl-CoA reductase 1-like,KO:K09753,EC:1.2.1.44,
110818570,aldehyde dehydrogenase family 2 member C4,KO:K12355,EC:1.2.1.68,
110823164,caffeic acid 3-O-methyltransferase,KO:K13066,EC:2.1.1.68,
110810438,probable cinnamyl alcohol dehydrogenase 1,KO:K00083,EC:1.1.1.195,
110816554,LOW QUALITY PROTEIN: probable cinnamyl alcohol dehydrogenase 1,KO:K00083,EC:1.1.1.195,
110812924,probable mannitol dehydrogenase,KO:K00083,EC:1.1.1.195,
110818179,probable cinnamyl alcohol dehydrogenase 6,KO:K00083,EC:1.1.1.195,
110807599,berberine bridge enzyme-like 15,KO:K22395,EC:1.1.1.195,
