Carica papaya, 110814000, chalcone synthase 2  [EC], ['EC:2.3.1.74'], KO:K00660
Carica papaya, 110813035, chalcone synthase  [EC], ['EC:2.3.1.74'], KO:K00660
Carica papaya, 110819303, probable chalcone--flavonone isomerase 3 isoform X1  [EC], ['EC:5.5.1.6'], KO:K01859
Carica papaya, 110809010, chalcone--flavonone isomerase-like  [EC], ['EC:5.5.1.6'], KO:K01859
Carica papaya, 110822393, naringenin,2-oxoglutarate 3-dioxygenase  [EC], ['EC:1.14.11.9'], KO:K00475
Carica papaya, 110816514, flavonol synthase/flavanone 3-hydroxylase  [EC], ['EC:1.14.20.6'], KO:K05278
Carica papaya, 110823746, trans-cinnamate 4-monooxygenase  [EC], ['EC:1.14.14.91'], KO:K00487
Carica papaya, 110809815, cytochrome P450 CYP73A100-like  [EC], ['EC:1.14.14.91'], KO:K00487
Carica papaya, 110811144, flavonoid 3'-monooxygenase  [EC], ['EC:1.14.14.82'], KO:K05280
Carica papaya, 110820638, dihydroflavonol 4-reductase  [EC], ['EC:1.1.1.219', 'EC:1.1.1.234'], KO:K13082
Carica papaya, 110807940, flavonoid 3',5'-hydroxylase 2-like  [EC], ['EC:1.14.14.81'], KO:K13083
Carica papaya, 110817557, leucoanthocyanidin dioxygenase  [EC], ['EC:1.14.20.4'], KO:K05277
Carica papaya, 110812199, anthocyanidin reductase ((2S)-flavan-3-ol-forming) isoform X1  [EC], ['EC:1.3.1.77'], KO:K08695
Carica papaya, 110824010, LOW QUALITY PROTEIN: leucoanthocyanidin reductase-like  [EC], ['EC:1.17.1.3'], KO:K13081
Carica papaya, 110812373, acetyl-CoA-benzylalcohol acetyltransferase-like  [EC], ['EC:2.3.1.133'], KO:K13065
Carica papaya, 110815640, shikimate O-hydroxycinnamoyltransferase-like  [EC], ['EC:2.3.1.133'], KO:K13065
Carica papaya, 110815641, shikimate O-hydroxycinnamoyltransferase-like  [EC], ['EC:2.3.1.133'], KO:K13065
Carica papaya, 110815680, shikimate O-hydroxycinnamoyltransferase-like  [EC], ['EC:2.3.1.133'], KO:K13065
Carica papaya, 110815765, shikimate O-hydroxycinnamoyltransferase-like  [EC], ['EC:2.3.1.133'], KO:K13065
Carica papaya, 110811058, spermidine hydroxycinnamoyl transferase  [EC], ['EC:2.3.1.133'], KO:K13065
Carica papaya, 110821129, LOW QUALITY PROTEIN: shikimate O-hydroxycinnamoyltransferase-like  [EC], ['EC:2.3.1.133'], KO:K13065
Carica papaya, 110811301, cytochrome P450 98A2  [EC], ['EC:1.14.14.96'], KO:K09754
Carica papaya, 110806685, caffeoyl-CoA O-methyltransferase 2  [EC], ['EC:2.1.1.104'], KO:K00588
Carica papaya, 110823824, putative caffeoyl-CoA O-methyltransferase At1g67980  [EC], ['EC:2.1.1.104'], KO:K00588
Carica papaya, 110809744, probable caffeoyl-CoA O-methyltransferase At4g26220  [EC], ['EC:2.1.1.104'], KO:K00588
