Oryza sativa japonica, Os04t0518400-01, (RAP-DB) Os04g0518400; Similar to Phenylalanine ammonia-lyase (Fragment).  [EC], ['EC:4.3.1.24'], KO:K10775
Oryza sativa japonica, Os05t0427400-00, (RAP-DB) Os05g0427400; Similar to Phenylalanine ammonia-lyase.  [EC], ['EC:4.3.1.24'], KO:K10775
Oryza sativa japonica, Os02t0626400-01, (RAP-DB) Os02g0626400; Phenylalanine ammonia-lyase (EC).  [EC], ['EC:4.3.1.5', 'EC:4.3.1.24'], KO:K10775
Oryza sativa japonica, Os02t0627100-01, (RAP-DB) Os02g0627100; Similar to Phenylalanine ammonia-lyase (EC).  [EC], ['EC:4.3.1.5', 'EC:4.3.1.24'], KO:K10775
Oryza sativa japonica, Os02t0626600-00, (RAP-DB) Os02g0626600; Similar to Phenylalanine ammonia-lyase.  [EC], ['EC:4.3.1.24'], KO:K10775
Oryza sativa japonica, Os12t0520200-01, (RAP-DB) Os12g0520200; Similar to phenylalanine ammonia-lyase.  [EC], ['EC:4.3.1.24'], KO:K10775
Oryza sativa japonica, Os04t0518100-01, (RAP-DB) Os04g0518100; Phenylalanine ammonia-lyase.  [EC], ['EC:4.3.1.25'], KO:K13064
Oryza sativa japonica, Os02t0626100-01, (RAP-DB) Os02g0626100; Similar to Phenylalanine ammonia-lyase.  [EC], ['EC:4.3.1.25'], KO:K13064
Oryza sativa japonica, Os02t0467000-00, (RAP-DB) Os02g0467000; Similar to trans-cinnamate 4-monooxygenase.  [EC], ['EC:1.14.14.91'], KO:K00487
Oryza sativa japonica, Os02t0467600-01, (RAP-DB) Os02g0467600; Similar to Cinnamate 4-hydroxylase CYP73.  [EC], ['EC:1.14.14.91'], KO:K00487
Oryza sativa japonica, Os05t0320700-02, (RAP-DB) Os05g0320700; Similar to Cytochrome P450.  [EC], ['EC:1.14.14.91'], KO:K00487
Oryza sativa japonica, Os10t0578950-00, (RAP-DB) Os10g0578950; Similar to 4-coumarate--CoA ligase-like 2.  [EC], ['EC:6.2.1.12'], KO:K01904
Oryza sativa japonica, Os02t0177600-01, (RAP-DB) Os02g0177600; Similar to 4-coumarate--CoA ligase 1 (EC) (4CL 1) (4-coumaroyl-CoA synthase 1) (Clone 4CL14) (Fragment).  [EC], ['EC:6.2.1.12', 'EC:6.2.1.12'], KO:K01904
Oryza sativa japonica, Os06t0656500-01, (RAP-DB) Os06g0656500; Similar to 4-coumarate--CoA ligase 1 (EC) (4CL 1) (4-coumaroyl-CoA synthase 1) (Clone 4CL14) (Fragment).  [EC], ['EC:6.2.1.12', 'EC:6.2.1.12'], KO:K01904
Oryza sativa japonica, Os08t0245200-01, (RAP-DB) Os08g0245200; Similar to 4-coumarate--CoA ligase 1 (EC) (4CL 1) (4-coumaroyl-CoA synthase 1).  [EC], ['EC:6.2.1.12', 'EC:6.2.1.12'], KO:K01904
Oryza sativa japonica, Os08t0448000-01, (RAP-DB) Os08g0448000; Similar to 4-coumarate--CoA ligase 1 (EC) (4CL 1) (4-coumaroyl-CoA synthase 1) (Clone 4CL14) (Fragment).  [EC], ['EC:6.2.1.12', 'EC:6.2.1.12'], KO:K01904
Oryza sativa japonica, Os02t0697400-01, (RAP-DB) Os02g0697400; Similar to 4-coumarate--CoA ligase 1 (EC) (4CL 1) (4-coumaroyl-CoA synthase 1) (Clone 4CL14) (Fragment).  [EC], ['EC:6.2.1.12', 'EC:6.2.1.12'], KO:K01904
Oryza sativa japonica, Os03t0152400-01, (RAP-DB) Os03g0152400; Similar to 4-coumarate--CoA ligase-like 1.  [EC], ['EC:6.2.1.12'], KO:K01904
Oryza sativa japonica, Os08t0143300-00, (RAP-DB) Os08g0143300; AMP-dependent synthetase and ligase domain containing protein.  [EC], ['EC:6.2.1.12'], KO:K01904
Oryza sativa japonica, Os01t0901600-01, (RAP-DB) Os01g0901600; Similar to 4-coumarate--CoA ligase-like 6.  [EC], ['EC:6.2.1.12'], KO:K01904
Oryza sativa japonica, Os06t0184900-01, (RAP-DB) Os06g0184900; Transferase family protein.  [EC], ['EC:2.3.1.133'], KO:K13065
Oryza sativa japonica, Os08t0543400-01, (RAP-DB) Os08g0543400; Transferase family protein.  [EC], ['EC:2.3.1.133'], KO:K13065
