Lotus japonicus, Lj4g3v0486150.1, Lj4g3v0486150.1; -  [EC], ['EC:1.14.14.87'], KO:K13257
Lotus japonicus, Lj4g3v0485090.1, Lj4g3v0485090.1; -  [EC], ['EC:1.14.14.87'], KO:K13257
Lotus japonicus, Lj4g3v0485100.1, Lj4g3v0485100.1; -  [EC], ['EC:1.14.14.87'], KO:K13257
Lotus japonicus, Lj4g3v0485970.1, Lj4g3v0485970.1; -  [EC], ['EC:1.14.14.87'], KO:K13257
Lotus japonicus, Lj4g3v0485980.1, Lj4g3v0485980.1; -  [EC], ['EC:1.14.14.87'], KO:K13257
Lotus japonicus, Lj5g3v2057520.1, Lj5g3v2057520.1; -  [EC], ['EC:4.2.1.105'], KO:K13258
Lotus japonicus, Lj4g3v0484930.1, Lj4g3v0484930.1; -  [EC], ['EC:2.1.1.212', 'EC:2.1.1.46'], KO:K13259
Lotus japonicus, Lj4g3v0485870.1, Lj4g3v0485870.1; -  [EC], ['EC:2.1.1.212', 'EC:2.1.1.46'], KO:K13259
Lotus japonicus, Lj4g3v0189840.1, Lj4g3v0189840.1; -  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Lotus japonicus, Lj2g3v1925640.1, Lj2g3v1925640.1; -  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Lotus japonicus, Lj0g3v0281229.2, Lj0g3v0281229.2; -  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Lotus japonicus, Lj4g3v0189850.1, Lj4g3v0189850.1; -  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Lotus japonicus, Lj1g3v3023790.1, Lj1g3v3023790.1; -  [EC], ['EC:2.1.1.150'], KO:K13262
Lotus japonicus, Lj2g3v1090790.1, Lj2g3v1090790.1; -  [EC], ['EC:2.3.1.115'], KO:K13264
Lotus japonicus, Lj2g3v1734650.2, Lj2g3v1734650.2; -  [EC], ['EC:1.3.1.45'], KO:K05281
Lotus japonicus, Lj2g3v1734650.1, Lj2g3v1734650.1; -  [EC], ['EC:1.3.1.45'], KO:K05281
Lotus japonicus, Lj6g3v0294050.1, Lj6g3v0294050.1; -  [EC], ['EC:1.1.1.348'], KO:K13265
Lotus japonicus, Lj1g3v4383290.1, Lj1g3v4383290.1; -  [EC], ['EC:4.2.1.139'], KO:K25075
Lotus japonicus, Lj3g3v3360930.1, Lj3g3v3360930.1; -  [EC], ['EC:1.23.1.-'], KO:K13266
Lotus japonicus, Lj3g3v3360890.1, Lj3g3v3360890.1; -  [EC], ['EC:1.23.1.-'], KO:K13266
Lotus japonicus, Lj3g3v3360920.2, Lj3g3v3360920.2; -  [EC], ['EC:1.23.1.-'], KO:K13266
Lotus japonicus, Lj1g3v2124770.1, Lj1g3v2124770.1; -  [EC], ['EC:1.23.1.-'], KO:K13266
